Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 ',Grade
75.0,62.5,72.5,89.5,100.0,93.1,92.6,73.3,91.3,90.1,91.3,69.8,100.0,90.8,73.8,85.6,88.3,91.3,100.0,71.0,65.4,
50.0,69.0,88.0,81.0,79.0,58.0,75.0,95.0,92.0,53.0,63.0,62.0,61.0,91.0,72.0,92.0,95.0,89.0,80.0,87.0,72.0,
82.5,72.5,95.0,80.0,88.0,79.2,100.0,87.6,85.0,100.0,83.4,90.5,80.2,91.3,85.6,89.9,85.0,79.7,72.9,100.0,92.3,
65.0,70.0,65.0,87.6,92.3,61.7,100.0,88.4,88.2,63.4,83.7,89.7,100.0,90.5,90.5,73.8,88.2,81.4,100.0,95.0,93.3,
65.0,70.0,75.0,88.4,93.3,87.6,87.6,70.4,70.4,88.4,82.7,100.0,89.5,100.0,93.1,92.6,73.3,91.3,90.1,91.3,69.8,
85.0,80.0,95.0,100.0,61.7,78.0,0.0,79.2,83.2,79.2,100.0,78.0,95.5,79.2,80.0,44.4,87.6,90.3,100.0,100.0,88.2,
85.0,75.0,60.0,83.3,85.6,85.6,100.0,87.6,87.6,66.7,100.0,89.9,0.0,79.2,83.2,72.9,78.0,73.8,80.7,90.1,83.2,
54.0,76.0,53.0,82.0,81.0,71.0,71.0,73.0,66.0,71.0,92.0,67.0,84.0,79.0,74.0,70.0,84.0,86.0,79.0,92.0,94.0,
62.0,88.0,83.0,86.0,95.0,67.0,75.0,79.0,82.0,60.0,85.0,75.0,70.0,90.0,73.0,85.0,99.0,82.0,83.0,97.0,79.0,
90.0,70.0,75.0,69.8,100.0,69.8,98.6,79.2,87.6,78.5,67.5,85.0,100.0,78.0,87.5,84.5,87.6,61.7,100.0,88.4,77.8,
55.0,50.0,84.0,55.0,79.0,71.0,79.0,76.0,91.0,54.0,77.0,87.0,84.0,93.0,87.0,73.0,94.0,93.0,78.0,84.0,83.0,
50.0,54.0,65.0,78.0,68.0,91.0,74.0,90.0,73.0,54.0,73.0,94.0,93.0,77.0,86.0,98.0,77.0,96.0,77.0,75.0,99.0,
67.5,72.5,77.5,88.3,95.2,73.3,96.3,78.0,89.9,89.9,52.4,63.4,62.3,85.6,87.5,73.3,89.9,100.0,100.0,100.0,100.0,
60.0,58.0,80.0,76.0,80.0,82.0,82.0,69.0,89.0,80.0,58.0,68.0,67.0,78.0,65.0,75.0,93.0,73.0,82.0,89.0,93.0,
52.5,82.5,62.5,79.4,92.2,61.7,61.7,89.7,69.8,88.3,85.0,85.0,90.1,88.8,88.2,100.0,91.3,90.8,100.0,44.4,95.5,
95.0,37.5,85.0,92.6,73.3,91.3,87.6,33.3,87.6,79.2,90.9,79.2,68.7,77.7,69.8,90.1,89.7,84.5,78.0,92.9,89.9,
51.0,57.0,54.0,86.0,55.0,72.0,92.0,74.0,70.0,87.0,52.0,53.0,86.0,75.0,72.0,74.0,84.0,92.0,96.0,69.0,78.0,
77.5,62.5,80.0,65.7,89.9,85.6,92.9,81.4,78.0,79.3,89.9,87.6,77.7,77.3,88.4,88.4,85.6,85.6,77.7,66.7,89.1,
70.0,37.5,80.0,59.3,78.6,56.6,96.3,90.9,77.7,85.6,89.7,95.5,63.0,93.1,84.5,89.9,92.4,79.2,84.5,88.4,84.5,
61.0,82.0,54.0,93.0,65.0,54.0,94.0,67.0,58.0,66.0,90.0,79.0,75.0,88.0,88.0,90.0,87.0,77.0,74.0,75.0,79.0,
58.0,60.0,89.0,59.0,68.0,62.0,80.0,60.0,75.0,60.0,72.0,92.0,95.0,94.0,68.0,95.0,93.0,71.0,93.0,93.0,84.0,
55.0,62.5,72.5,80.7,69.8,90.5,100.0,95.0,74.7,85.0,75.2,75.2,94.8,84.5,89.9,83.3,83.4,89.7,92.4,85.6,61.7,
94.0,90.0,69.0,63.0,60.0,90.0,61.0,63.0,56.0,79.0,83.0,63.0,86.0,75.0,71.0,85.0,76.0,73.0,77.0,82.0,93.0,
82.5,72.5,95.0,93.1,86.6,77.7,92.6,73.3,91.3,100.0,84.5,79.2,73.3,86.7,61.7,77.7,66.7,89.1,91.3,90.3,81.4,
55.0,62.5,72.5,57.1,79.2,91.3,100.0,79.2,79.2,87.6,85.0,83.2,84.5,93.3,84.5,92.2,77.8,77.8,40.0,59.3,67.5,
50.0,71.0,85.0,87.0,64.0,74.0,83.0,61.0,69.0,83.0,64.0,85.0,62.0,86.0,72.0,71.0,83.0,70.0,84.0,81.0,73.0,
68.0,75.0,66.0,78.0,63.0,79.0,71.0,91.0,78.0,51.0,83.0,81.0,67.0,74.0,79.0,97.0,80.0,86.0,90.0,91.0,83.0,
67.5,72.5,77.5,100.0,89.9,88.3,66.7,88.3,61.7,100.0,100.0,88.3,89.5,88.3,89.9,80.2,91.3,85.6,98.6,87.6,90.8,
90.0,70.0,75.0,57.1,79.2,91.3,61.9,84.5,93.1,82.7,88.1,69.8,100.0,90.5,90.5,96.3,91.3,91.3,87.6,100.0,93.1,
75.0,95.0,70.0,100.0,82.7,80.0,89.5,89.7,100.0,98.6,88.2,83.2,100.0,91.3,69.8,95.5,87.6,83.3,100.0,87.6,85.0,
72.5,85.0,60.0,87.5,82.7,73.8,100.0,89.9,88.3,82.6,83.3,87.6,88.3,70.6,69.8,100.0,79.2,87.6,87.6,100.0,69.5,
87.5,60.0,72.5,77.5,91.3,88.3,88.8,100.0,91.3,92.2,87.6,79.2,100.0,85.6,85.6,100.0,93.1,87.6,100.0,78.0,78.0,
85.0,75.0,60.0,98.6,88.4,88.4,81.4,87.5,80.0,63.0,92.3,93.3,44.4,85.6,89.9,88.3,91.3,88.0,92.2,92.2,89.9,
71.0,60.0,87.0,58.0,90.0,88.0,55.0,57.0,55.0,62.0,75.0,77.0,89.0,73.0,78.0,97.0,74.0,88.0,72.0,76.0,90.0,
76.0,51.0,55.0,66.0,63.0,87.0,77.0,64.0,74.0,95.0,58.0,61.0,63.0,71.0,91.0,90.0,92.0,75.0,70.0,91.0,70.0,
72.5,70.0,65.0,44.4,87.6,90.3,79.2,75.7,79.2,88.3,77.7,82.7,100.0,63.6,63.6,100.0,75.0,100.0,100.0,61.0,61.0,
84.0,87.0,52.0,77.0,81.0,54.0,75.0,88.0,72.0,79.0,56.0,76.0,87.0,85.0,95.0,84.0,87.0,93.0,92.0,79.0,98.0,
88.0,64.0,76.0,62.0,93.0,79.0,56.0,82.0,56.0,78.0,80.0,72.0,93.0,77.0,82.0,74.0,81.0,71.0,76.0,71.0,90.0,
82.5,72.5,95.0,88.3,95.2,73.3,77.8,75.0,94.8,100.0,80.0,88.2,66.7,100.0,89.9,100.0,90.5,90.5,100.0,95.3,92.9,
75.0,62.5,72.5,80.7,69.8,90.5,85.6,85.7,88.4,61.7,95.0,61.7,73.3,86.7,61.7,61.7,73.8,79.2,80.0,83.4,87.6,
72.5,85.0,75.0,61.9,84.5,93.1,78.0,79.2,61.7,100.0,69.8,87.5,79.2,91.3,83.3,93.1,66.7,70.6,84.5,65.4,100.0,
50.0,80.0,70.0,98.6,88.4,88.4,100.0,85.6,61.7,79.2,88.4,75.7,80.0,88.0,79.2,78.0,75.7,73.3,61.7,90.5,90.5,
54.0,81.0,91.0,53.0,53.0,94.0,86.0,61.0,72.0,93.0,61.0,81.0,76.0,87.0,75.0,95.0,84.0,86.0,72.0,69.0,97.0,
65.0,70.0,75.0,100.0,93.1,87.6,44.4,85.6,89.9,100.0,96.3,87.6,98.6,85.6,93.1,100.0,61.7,84.5,100.0,91.3,78.0,
87.5,70.0,72.5,62.3,77.7,87.6,73.3,89.4,91.3,87.6,92.0,87.6,100.0,61.7,84.5,89.9,83.3,89.9,78.0,84.8,84.5,
85.0,80.0,95.0,69.8,95.2,84.5,100.0,79.2,87.6,77.5,88.5,89.9,66.7,88.3,61.7,84.5,87.6,87.3,89.5,98.6,89.0,
67.5,72.5,77.5,100.0,79.2,87.6,100.0,83.3,85.0,100.0,93.1,73.3,100.0,89.9,89.9,92.6,90.5,87.6,98.6,61.7,61.7,
72.5,70.0,65.0,85.6,85.7,88.4,68.4,100.0,92.9,96.3,84.5,73.8,100.0,80.2,91.3,64.0,69.8,69.8,95.5,73.8,100.0,
75.0,95.0,70.0,82.7,52.4,82.7,87.3,61.7,85.6,68.4,61.0,93.4,95.5,79.2,80.0,79.2,85.6,88.3,64.0,89.0,67.5,
67.0,90.0,79.0,65.0,61.0,65.0,74.0,80.0,66.0,64.0,55.0,63.0,61.0,63.0,91.0,77.0,92.0,98.0,70.0,91.0,96.0,
85.0,80.0,95.0,61.7,73.8,79.2,92.4,73.8,85.6,89.1,95.2,89.5,100.0,61.7,78.0,82.7,85.6,63.6,61.9,62.3,95.0,
55.0,62.5,72.5,90.5,73.8,82.7,62.5,88.2,60.0,95.5,77.6,61.0,78.0,92.0,82.7,98.6,61.7,61.7,100.0,100.0,95.5,
55.0,62.5,72.5,84.5,87.5,90.5,65.4,86.6,92.4,95.5,83.2,87.5,57.1,100.0,61.7,98.6,88.4,88.4,100.0,94.6,90.1,
76.0,84.0,98.0,82.0,77.0,90.0,77.0,68.0,74.0,88.0,95.0,86.0,92.0,83.0,92.0,79.0,89.0,76.0,84.0,82.0,94.0,
88.0,79.0,62.0,80.0,84.0,50.0,64.0,92.0,56.0,57.0,73.0,56.0,83.0,83.0,61.0,93.0,99.0,94.0,80.0,92.0,96.0,
82.5,72.5,95.0,100.0,61.7,84.5,67.3,90.8,81.4,80.2,91.3,85.6,77.7,69.8,82.7,66.7,88.3,61.7,80.0,77.7,88.4,
37.5,82.5,72.5,57.1,79.2,91.3,85.0,95.8,85.6,87.6,75.0,73.8,44.4,85.6,89.9,44.4,87.6,90.3,85.0,83.7,90.5,
72.5,82.5,82.5,64.0,69.8,69.8,65.7,89.9,85.6,64.0,85.0,85.0,100.0,93.1,87.6,62.3,85.6,87.5,100.0,89.9,88.3,
50.0,72.5,87.5,90.5,93.3,91.3,82.7,60.0,87.3,87.6,79.2,80.0,100.0,91.3,91.3,61.0,78.0,73.8,70.4,81.4,96.3,
85.0,80.0,95.0,100.0,90.5,90.5,73.8,88.2,81.4,100.0,95.0,93.3,61.9,84.5,93.1,87.6,61.7,77.8,77.5,77.5,71.0,
52.5,70.0,75.0,100.0,89.9,89.9,92.6,90.5,87.6,98.6,61.7,61.7,64.0,83.2,82.7,100.0,93.1,87.6,64.0,84.5,88.2,
52.0,83.0,91.0,68.0,77.0,94.0,90.0,69.0,86.0,74.0,69.0,64.0,92.0,83.0,93.0,75.0,84.0,91.0,97.0,83.0,85.0,
67.0,73.0,84.0,75.0,73.0,82.0,78.0,92.0,84.0,71.0,70.0,72.0,73.0,86.0,60.0,91.0,80.0,88.0,74.0,72.0,92.0,
72.5,82.5,82.5,100.0,91.3,91.3,61.0,78.0,73.8,70.4,81.4,96.3,62.3,85.6,87.5,91.3,100.0,70.7,74.2,87.3,61.7,
85.0,75.0,60.0,65.7,89.9,85.6,92.6,73.3,91.3,85.0,93.4,61.7,73.3,84.6,81.4,68.7,77.7,69.8,100.0,89.9,87.6,
55.0,62.5,72.5,81.4,100.0,81.4,94.8,84.5,89.9,61.0,78.0,73.8,100.0,91.3,78.0,91.3,89.9,91.3,67.3,68.7,56.6,
74.0,57.0,70.0,65.0,62.0,65.0,80.0,93.0,95.0,59.0,62.0,63.0,91.0,81.0,80.0,74.0,75.0,90.0,75.0,87.0,80.0,
91.0,85.0,83.0,59.0,87.0,57.0,74.0,71.0,72.0,83.0,66.0,71.0,86.0,64.0,91.0,95.0,85.0,72.0,71.0,99.0,89.0,
67.0,64.0,74.0,74.0,50.0,86.0,56.0,89.0,74.0,67.0,61.0,74.0,83.0,90.0,78.0,80.0,79.0,84.0,96.0,74.0,73.0,
77.5,62.5,80.0,100.0,87.6,87.6,88.2,77.7,87.5,67.3,91.3,90.1,44.4,87.6,90.3,61.7,93.1,80.0,79.2,79.2,100.0,
70.0,52.0,86.0,69.0,66.0,79.0,78.0,79.0,73.0,83.0,89.0,61.0,85.0,92.0,70.0,84.0,88.0,79.0,90.0,71.0,99.0,
77.5,62.5,80.0,77.2,89.7,85.0,85.0,75.2,75.2,33.3,63.6,93.4,100.0,100.0,88.3,68.7,77.7,69.8,95.5,87.6,83.3,
55.0,79.0,68.0,71.0,66.0,51.0,70.0,81.0,79.0,59.0,88.0,79.0,85.0,83.0,87.0,98.0,71.0,98.0,78.0,70.0,91.0,
70.0,72.5,95.0,60.0,77.3,77.8,89.5,92.3,91.3,93.1,82.6,98.6,64.0,83.2,82.7,93.1,91.3,93.1,82.7,52.4,82.7,
55.0,73.0,95.0,76.0,77.0,57.0,74.0,78.0,90.0,56.0,93.0,50.0,92.0,73.0,94.0,84.0,74.0,85.0,79.0,83.0,85.0,
50.0,72.5,87.5,57.1,79.2,91.3,68.8,79.4,80.0,80.2,82.7,89.5,61.7,90.5,63.6,91.3,100.0,70.7,79.2,58.0,100.0,
85.0,75.0,60.0,91.3,83.0,93.1,92.9,81.4,78.0,87.3,87.5,83.3,100.0,91.3,90.8,77.2,84.5,91.3,44.4,72.9,92.3,
67.5,72.5,77.5,100.0,84.5,79.2,96.3,100.0,100.0,95.5,85.6,93.1,93.4,77.7,81.4,65.7,89.9,85.6,88.8,82.7,80.0,
55.0,58.0,67.0,59.0,60.0,70.0,45.0,59.0,68.0,67.0,70.0,62.0,68.0,64.0,72.0,74.0,78.0,65.0,60.0,80.0,82.0,
64.0,68.0,86.0,55.0,94.0,83.0,93.0,66.0,58.0,68.0,75.0,92.0,88.0,82.0,73.0,86.0,99.0,70.0,84.0,97.0,82.0,
77.5,62.5,80.0,100.0,88.4,88.2,79.2,68.8,100.0,100.0,69.8,87.5,100.0,79.2,87.6,100.0,83.3,85.0,100.0,93.1,73.3,
55.0,62.5,72.5,65.7,89.9,85.6,63.0,90.3,80.0,91.3,83.0,93.1,100.0,88.3,88.3,98.6,88.3,88.3,57.1,100.0,61.7,
87.0,78.0,83.0,90.0,55.0,60.0,79.0,72.0,95.0,56.0,67.0,50.0,85.0,78.0,78.0,93.0,84.0,81.0,71.0,79.0,82.0,
53.0,55.0,93.0,67.0,84.0,80.0,88.0,83.0,62.0,92.0,71.0,54.0,85.0,68.0,81.0,86.0,80.0,99.0,78.0,95.0,94.0,
71.0,66.0,89.0,89.0,75.0,52.0,85.0,67.0,76.0,86.0,69.0,60.0,66.0,88.0,60.0,97.0,78.0,79.0,99.0,88.0,84.0,
82.5,62.5,72.5,91.3,68.7,89.9,100.0,90.5,82.7,70.6,68.8,88.1,100.0,73.3,73.3,87.5,82.7,73.8,63.0,83.3,82.6,
85.0,80.0,95.0,73.3,84.6,81.4,64.0,95.8,85.6,93.4,61.0,88.3,73.3,100.0,89.9,65.7,80.0,77.7,77.5,77.3,100.0,
59.0,94.0,57.0,95.0,75.0,94.0,70.0,92.0,64.0,58.0,69.0,69.0,78.0,91.0,71.0,92.0,70.0,79.0,70.0,90.0,85.0,
90.0,70.0,75.0,88.4,100.0,83.2,100.0,88.3,91.3,74.7,92.4,93.1,44.4,85.6,89.9,88.3,91.3,88.0,92.2,92.2,89.9,
77.5,62.5,80.0,100.0,93.1,87.6,100.0,88.3,73.3,89.9,63.6,62.5,100.0,90.3,91.3,100.0,80.0,100.0,98.6,79.2,87.6,
88.0,95.0,86.0,74.0,71.0,83.0,73.0,85.0,88.0,86.0,93.0,84.0,92.0,99.0,85.0,91.0,77.0,84.0,91.0,96.0,90.0,
55.0,62.5,72.5,92.6,90.5,87.6,80.2,91.3,85.6,80.0,82.6,81.4,63.0,87.5,88.4,62.3,77.7,87.6,78.0,98.6,88.4,
85.0,75.0,60.0,100.0,100.0,88.2,88.3,91.3,89.9,100.0,78.6,78.5,72.9,82.7,73.3,85.6,83.2,92.3,44.4,85.7,88.1,
76.0,65.0,90.0,55.0,67.0,93.0,64.0,81.0,88.0,93.0,84.0,93.0,72.0,66.0,88.0,69.0,94.0,73.0,88.0,88.0,84.0,
86.0,67.0,81.0,70.0,68.0,92.0,85.0,70.0,73.0,69.0,71.0,82.0,82.0,70.0,83.0,70.0,96.0,88.0,90.0,87.0,84.0,
80.0,70.0,82.5,44.4,85.6,89.9,95.5,90.8,90.8,61.7,88.4,81.4,87.6,82.6,87.6,74.7,80.5,80.5,63.6,70.4,65.4,
72.5,70.0,65.0,96.3,91.3,91.3,100.0,93.1,93.1,89.9,83.3,85.6,75.0,88.3,79.2,100.0,61.7,78.0,92.2,100.0,79.2,
80.0,70.0,82.5,100.0,90.3,81.4,88.3,84.5,87.6,98.6,89.9,68.4,80.2,73.8,69.8,93.1,78.0,87.5,44.4,44.4,92.0,
80.0,72.5,37.5,64.0,85.0,85.0,91.3,92.0,71.0,63.6,75.0,61.7,100.0,89.9,88.3,100.0,83.4,90.5,61.7,62.5,40.0,
90.0,70.0,75.0,98.6,88.3,88.3,98.6,61.7,61.7,61.9,57.1,79.2,67.3,90.8,81.4,64.0,84.5,88.2,92.6,92.4,81.4,
51.0,61.0,79.0,60.0,77.0,78.0,80.0,63.0,87.0,90.0,90.0,60.0,86.0,67.0,69.0,99.0,95.0,83.0,75.0,99.0,87.0,
56.0,68.0,54.0,51.0,62.0,69.0,67.0,94.0,63.0,65.0,82.0,95.0,60.0,86.0,92.0,71.0,70.0,73.0,69.0,69.0,73.0,
92.5,75.0,50.0,100.0,89.9,88.3,64.0,80.0,82.6,92.6,83.3,100.0,87.6,69.8,96.3,73.3,100.0,61.7,89.9,61.0,96.3,
85.0,80.0,95.0,80.7,69.8,90.5,80.0,83.4,87.6,80.0,88.0,79.2,92.6,90.5,87.6,80.2,91.3,85.6,80.0,82.6,81.4,
55.0,62.5,72.5,100.0,93.1,93.1,89.5,81.4,87.5,100.0,89.9,89.9,100.0,61.7,78.0,75.6,85.0,88.4,100.0,91.3,90.8,
77.5,62.5,80.0,93.1,88.3,95.2,100.0,61.7,88.4,73.8,88.2,81.4,85.0,83.2,66.7,70.4,81.4,96.3,100.0,78.5,95.5,
82.5,72.5,95.0,90.1,79.2,87.6,100.0,95.3,92.9,100.0,93.1,73.3,79.2,89.9,84.5,87.3,57.1,98.6,74.7,61.7,85.6,
67.5,72.5,77.5,100.0,79.2,79.2,89.5,87.5,84.5,91.3,79.2,75.0,88.3,95.2,73.3,77.8,75.0,94.8,100.0,80.0,88.2,
75.0,95.0,70.0,80.5,68.4,98.6,87.3,87.5,83.3,87.6,100.0,64.0,44.4,85.6,89.9,78.0,84.8,84.5,91.3,68.7,89.9,
92.0,87.0,99.0,82.0,86.0,69.0,65.0,66.0,73.0,93.0,70.0,80.0,78.0,77.0,76.0,81.0,86.0,82.0,93.0,87.0,83.0,
72.5,70.0,65.0,100.0,78.0,62.7,95.5,95.2,96.3,100.0,90.8,61.7,98.6,88.2,83.2,83.3,89.0,100.0,89.5,87.5,84.5,
97.5,75.0,75.0,57.1,79.2,91.3,90.3,100.0,88.3,73.3,89.4,91.3,80.2,87.6,61.7,78.0,87.3,93.1,85.0,95.8,85.6,
72.5,70.0,65.0,90.8,88.3,84.6,88.3,91.3,84.5,96.3,77.8,65.4,79.4,92.2,61.7,85.0,88.4,88.2,95.5,100.0,85.0,
58.0,76.0,67.0,94.0,88.0,58.0,70.0,71.0,74.0,89.0,75.0,94.0,74.0,93.0,76.0,76.0,79.0,75.0,87.0,89.0,85.0,
55.0,62.5,72.5,61.9,84.5,93.1,68.7,77.7,69.8,89.7,92.9,88.4,77.7,80.0,78.0,87.6,69.8,69.8,100.0,90.5,79.2,
87.5,60.0,72.5,100.0,79.2,79.2,89.5,84.5,84.5,100.0,80.2,91.3,65.7,89.9,85.6,63.0,90.3,80.0,68.7,100.0,85.6,
62.0,67.0,55.0,58.0,52.0,89.0,90.0,94.0,93.0,63.0,64.0,87.0,61.0,89.0,73.0,94.0,77.0,93.0,78.0,76.0,85.0,
80.0,70.0,82.5,100.0,84.5,84.5,100.0,69.8,87.5,88.3,84.5,33.3,78.0,79.2,61.7,78.6,33.3,89.1,89.5,63.6,85.0,
70.0,37.5,80.0,85.6,83.2,92.3,68.8,88.4,73.3,68.7,77.3,87.6,87.6,75.0,73.8,89.5,88.3,93.1,77.7,89.9,85.6,
70.0,37.5,80.0,83.3,79.2,61.7,85.0,88.4,77.7,64.0,87.9,79.3,65.7,89.9,85.6,79.2,85.6,100.0,80.7,80.7,100.0,
80.0,60.0,69.0,89.0,85.0,88.0,90.0,64.0,94.0,52.0,82.0,64.0,68.0,63.0,70.0,84.0,98.0,86.0,98.0,95.0,84.0,
90.0,70.0,75.0,89.9,94.6,88.3,94.8,87.5,84.5,85.0,33.3,92.2,65.7,89.9,85.6,77.7,84.5,60.0,75.0,64.0,83.3,
87.5,60.0,72.5,91.3,82.7,95.3,66.7,87.6,33.3,100.0,76.8,67.5,82.7,88.1,69.8,100.0,79.2,79.2,100.0,75.0,100.0,
74.0,81.0,73.0,80.0,69.0,81.0,79.0,81.0,89.0,97.0,90.0,94.0,99.0,86.0,98.0,75.0,79.0,90.0,90.0,81.0,80.0,
67.5,82.5,75.0,80.2,91.3,85.6,100.0,91.3,91.3,69.8,83.3,33.3,93.1,88.1,93.1,100.0,58.0,58.0,59.3,78.6,56.6,
62.5,97.5,87.5,100.0,85.6,85.6,100.0,93.1,87.6,100.0,78.0,78.0,72.9,82.7,73.3,44.4,87.6,90.3,67.3,88.2,90.5,
62.0,80.0,90.0,88.0,75.0,58.0,82.0,67.0,80.0,66.0,52.0,69.0,68.0,85.0,90.0,69.0,82.0,85.0,97.0,70.0,93.0,
86.0,55.0,84.0,86.0,81.0,92.0,85.0,60.0,56.0,82.0,83.0,84.0,82.0,73.0,81.0,99.0,95.0,87.0,80.0,76.0,82.0,
82.5,80.0,50.0,88.4,73.3,91.3,75.0,88.3,79.2,78.0,88.4,87.6,61.7,95.0,61.7,100.0,83.2,90.3,88.3,100.0,61.0,
88.0,52.0,70.0,61.0,62.0,75.0,94.0,90.0,95.0,53.0,85.0,57.0,81.0,86.0,74.0,85.0,73.0,74.0,84.0,97.0,78.0,
65.0,70.0,75.0,93.1,90.3,78.0,67.3,88.2,90.5,44.4,90.1,88.0,85.6,71.0,85.6,100.0,93.1,73.3,64.0,80.0,82.6,
65.0,70.0,75.0,75.0,88.3,79.2,91.3,89.9,77.3,74.7,74.7,88.4,66.7,88.3,61.7,56.6,78.0,81.4,100.0,77.7,98.6,
77.0,83.0,72.0,75.0,62.0,72.0,91.0,60.0,74.0,61.0,62.0,86.0,84.0,85.0,76.0,77.0,79.0,81.0,79.0,87.0,83.0,
74.0,86.0,70.0,92.0,53.0,62.0,59.0,62.0,60.0,94.0,71.0,63.0,73.0,65.0,94.0,81.0,85.0,90.0,96.0,81.0,96.0,
75.0,,82.5,100.0,61.7,84.5,93.1,69.8,83.4,62.3,100.0,68.7,92.6,73.3,91.3,61.0,93.3,83.7,75.6,62.5,95.5,
52.0,70.0,51.0,78.0,88.0,90.0,95.0,69.0,59.0,95.0,94.0,68.0,85.0,65.0,61.0,83.0,97.0,73.0,71.0,73.0,89.0,
85.0,80.0,95.0,79.2,85.6,95.2,98.6,79.2,87.6,89.9,79.2,85.6,84.5,87.6,87.3,88.4,89.9,73.3,88.8,62.5,77.6,
80.0,61.0,54.0,80.0,65.0,87.0,80.0,61.0,94.0,89.0,75.0,71.0,65.0,92.0,63.0,93.0,95.0,76.0,91.0,85.0,71.0,
72.5,70.0,65.0,79.2,75.0,85.0,98.6,93.1,88.3,73.3,100.0,61.7,0.0,79.2,83.2,90.8,88.3,84.6,92.6,92.6,100.0,
67.5,72.5,77.5,79.3,75.7,91.3,89.1,69.8,87.5,96.3,90.9,77.7,68.8,88.4,73.3,73.3,87.5,77.7,63.0,100.0,84.8,
52.0,58.0,74.0,89.0,67.0,69.0,92.0,75.0,67.0,54.0,75.0,88.0,62.0,81.0,89.0,94.0,91.0,88.0,84.0,99.0,76.0,
82.5,72.5,95.0,100.0,61.7,78.0,77.7,89.9,85.6,91.3,95.3,85.0,100.0,67.5,67.5,92.9,100.0,83.3,100.0,58.0,58.0,
70.0,77.0,98.0,78.0,86.0,63.0,66.0,67.0,73.0,94.0,81.0,78.0,99.0,92.0,88.0,95.0,90.0,90.0,80.0,83.0,98.0,
94.0,61.0,91.0,62.0,73.0,59.0,66.0,87.0,75.0,88.0,71.0,93.0,77.0,89.0,83.0,90.0,71.0,85.0,93.0,89.0,92.0,
75.0,97.5,95.0,78.0,92.9,89.9,79.2,91.3,83.3,89.1,82.7,87.6,100.0,93.1,87.6,75.2,80.5,96.3,69.8,61.7,90.5,
72.5,70.0,65.0,100.0,85.6,61.7,92.9,61.7,88.4,100.0,88.3,91.3,100.0,79.2,79.2,80.2,87.6,61.7,100.0,93.1,93.1,
85.0,75.0,60.0,78.0,92.0,88.2,79.2,69.6,69.6,60.0,77.3,77.8,100.0,98.6,88.3,77.5,87.5,82.7,100.0,70.4,63.6,
85.0,72.5,72.5,80.2,91.3,85.6,61.7,95.0,61.7,90.8,87.9,85.6,80.7,69.8,90.5,80.0,83.4,87.6,80.0,88.0,79.2,
75.0,95.0,70.0,87.6,93.1,86.6,91.3,90.3,81.4,100.0,78.6,77.6,82.7,77.3,90.8,96.3,61.7,88.4,83.3,89.4,87.6,
63.0,84.0,54.0,72.0,89.0,61.0,78.0,61.0,85.0,61.0,50.0,64.0,65.0,95.0,73.0,71.0,73.0,96.0,69.0,77.0,80.0,
67.5,72.5,77.5,95.5,89.9,90.5,100.0,61.7,82.7,96.3,61.7,88.4,100.0,91.3,91.3,80.7,69.8,90.5,100.0,87.6,87.6,
92.0,62.0,75.0,87.0,94.0,60.0,91.0,86.0,76.0,87.0,95.0,76.0,76.0,65.0,92.0,96.0,94.0,91.0,84.0,74.0,80.0,
95.0,72.5,95.0,80.7,69.8,90.5,100.0,88.3,88.3,80.0,96.3,75.0,73.3,92.0,73.3,100.0,78.0,62.7,77.6,77.8,100.0,
65.0,70.0,75.0,100.0,61.7,88.4,96.3,83.0,100.0,100.0,91.3,69.8,92.2,87.6,79.2,89.7,100.0,87.6,89.5,88.3,93.1,
55.0,62.5,72.5,61.7,95.0,61.7,100.0,83.2,90.3,88.3,100.0,61.0,65.7,80.0,77.7,61.7,90.3,70.6,57.1,57.1,92.0,
72.5,85.0,75.0,91.3,83.0,93.1,69.8,89.7,98.6,89.9,78.0,87.5,75.6,85.0,88.4,67.5,56.6,88.8,62.5,88.2,60.0,
59.0,62.0,89.0,51.0,66.0,90.0,87.0,89.0,67.0,55.0,74.0,54.0,88.0,63.0,77.0,77.0,97.0,77.0,82.0,95.0,97.0,
63.0,65.0,86.0,76.0,69.0,93.0,89.0,86.0,85.0,74.0,62.0,73.0,83.0,90.0,90.0,88.0,85.0,71.0,72.0,75.0,99.0,
91.0,83.0,72.0,80.0,84.0,61.0,81.0,78.0,83.0,74.0,96.0,85.0,98.0,91.0,84.0,85.0,85.0,88.0,90.0,98.0,81.0,
70.0,37.5,80.0,77.7,84.5,60.0,67.2,80.0,100.0,100.0,77.8,96.3,80.0,82.6,81.4,89.5,84.5,84.5,100.0,77.3,100.0,
54.0,54.0,62.0,63.0,55.0,86.0,67.0,59.0,82.0,70.0,71.0,54.0,75.0,60.0,82.0,99.0,94.0,85.0,95.0,73.0,71.0,
62.5,97.5,87.5,100.0,89.9,87.6,64.0,85.0,85.0,96.3,83.0,100.0,75.6,100.0,84.5,57.1,79.2,91.3,93.4,100.0,61.7,
