Gender,Age as of Academic Year 17/18,Current Year (17/18),Proposed Year/Grade (18/19),Year of Admission ,Previous Curriculum (17/18)2,Current School ,Current Curriculum ,Previous year/Grade ,Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 '
Female,7,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,82.5,85,70,79.2,85.6,88.3,67.3,90.8,81.4,91.3,79.2,94.6,90.5,88.3,87.6,98.6,85,73.8,70.7,88.1,92
Female,7,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,95,37.5,85,93.1,88.3,84.5,63,90.3,80,87.6,93.1,77.7,88.4,83.4,88.3,100,77.7,81.4,69.5,89.7,64
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,72.5,82.5,82.5,89.9,79.2,85.6,0,79.2,83.2,73.3,89.9,82.7,78,84.8,84.5,100,82.7,80,61.7,89,56.3
Male,7,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,65,80,95,61.7,93.1,88.3,63,93.1,84.5,90.5,61.7,33.3,90.8,87.9,85.6,98.6,88.2,83.2,91.3,92,71
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,75,62.5,72.5,91.3,89.9,91.3,65.7,89.9,85.6,88.4,91.3,83.3,90.3,100,88.3,89.5,87.5,84.5,87.6,92,64.7
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,77.5,70,65,87.6,61.7,87.6,100,61.7,78,77.2,87.6,66.7,79.2,90.9,79.2,83.3,73.8,85.6,88.3,92,56.3
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,50,82.5,75,73.3,91.3,89.9,100,91.3,90.8,80,73.3,60,93.1,91.3,93.1,100,81.4,78,84.5,88,71
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,85,80,77.5,90.5,87.6,61.7,44.4,87.6,90.3,78,90.5,63.6,89.9,83.3,89.9,100,80,90.8,85.6,100,64.7
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,82.5,80,50,88.4,73.3,91.3,75,88.3,79.2,78,88.4,87.6,61.7,95,61.7,100,83.2,90.3,88.3,100,61
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,80,75,85,69.8,90.5,87.6,61.9,84.5,93.1,79.4,69.8,73.3,91.3,92.3,91.3,100,84.5,79.2,79.2,33.3,74.2
Female,9,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,75,95,82.5,85,88.4,77.7,44.4,85.6,89.9,79.3,85,90.5,87.6,33.3,87.6,95.5,85.6,93.1,93.1,66.7,70.6
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,95,60,80,77.7,69.8,82.7,66.7,88.3,61.7,80,77.7,88.4,88.3,95.2,73.3,96.3,78,89.9,89.9,52.4,63.4
Female,7,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,60,70,75,82.7,85,88.2,57.1,79.2,91.3,92.4,82.7,69.8,84.5,87.5,90.5,100,90.8,61.7,61.7,100,78
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,70,72.5,95,88.2,77.7,87.5,100,93.1,87.6,90.1,89.7,85,85.6,85.7,88.4,100,90.3,91.3,91.3,100,70.7
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,72.5,85,60,87.5,82.7,73.8,100,89.9,88.3,82.6,83.3,87.6,88.3,70.6,69.8,100,79.2,87.6,87.6,100,69.5
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,85,37.5,70,73.8,88.2,81.4,100,61.7,84.5,92.6,66.7,73.3,79.2,75,85,98.6,93.1,88.3,73.3,100,61.7
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,37.5,82.5,72.5,81.4,87.5,80,80.2,91.3,85.6,92.6,60,90.5,93.1,86.6,77.7,79.2,89.9,84.5,90.5,100,91.3
Male,9,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,82.5,80,85,80,73.8,83.2,80.2,87.6,61.7,68.8,63.6,88.4,89.9,100,82.7,74.7,61.7,85.6,88.4,100,87.6
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,80,72.5,37.5,83.2,81.4,84.5,92.6,73.3,91.3,80.7,62.5,69.8,61.7,100,88.2,77.5,91.3,88.3,69.8,88.4,88.3
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,62.5,85,82.5,84.5,80,85.6,92.6,90.5,87.6,75.6,40,85,91.3,100,87.5,92.2,87.6,79.2,85,71,84.5
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,85.6,83.2,92.3,68.8,88.4,73.3,68.7,77.3,87.6,87.6,75,73.8,89.5,88.3,93.1,77.7,89.9,85.6
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,88.3,84.5,33.3,80.7,69.8,90.5,79.2,70.4,73.3,73.3,84.6,81.4,83.3,84.5,89.9,82.7,89,88.3
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,50,80,70,79.2,85.6,95.2,75.6,85,88.4,74.7,67.2,90.5,90.5,80,80,100,85.6,61.7,79.2,75.7,79.2
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,93.1,78,87.5,68.7,77.7,69.8,77.5,59.3,88.4,88.4,100,83.2,100,88.3,91.3,74.7,92.4,93.1
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,90,70,75,89.9,90.8,85.7,90.1,85.6,88.2,92.2,85.6,69.8,69.8,95.2,84.5,100,79.2,87.6,77.5,88.5,89.9
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,85,80,95,61.7,90.3,70.6,89.9,78,87.5,89.5,76.8,85,85,95.8,85.6,100,93.1,73.3,92.2,68.7,61.7
Male,7,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,85,75,60,91.3,79.2,75,61.7,90.8,73.8,83.3,75.2,78.6,77.7,80,78,95.5,89.9,90.5,89.5,92.3,91.3
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,75,95,70,87.6,93.1,86.6,91.3,90.3,81.4,100,78.6,77.6,82.7,77.3,90.8,96.3,61.7,88.4,83.3,89.4,87.6
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,73.3,89.9,100,87.6,79.2,80,100,77.6,69.6,77.2,77.8,90.3,100,91.3,69.8,100,88.3,73.3
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,90.5,61.7,100,88.3,93.1,83.2,100,69.6,80.5,80,88,79.2,100,87.6,85,100,83.4,90.5
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,88.4,91.3,100,84.5,89.9,84.5,100,80.5,78.5,78,87.3,93.1,100,73.3,77.7,100,84.8,88.4
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,78,87.6,75,85.6,61.7,85.6,95.5,78.5,77.8,78,92.9,89.9,98.6,90.5,82.7,100,87.9,69.8
Male,7,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,90.8,88.3,84.6,88.3,91.3,84.5,96.3,77.8,65.4,79.4,92.2,61.7,85,88.4,88.2,95.5,100,85
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,65,70,75,90.3,84.5,80,79.2,87.6,85.6,100,65.4,68.4,79.3,75.7,91.3,89.1,69.8,87.5,96.3,90.9,77.7
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,79.2,85.6,100,93.1,88.3,88.3,100,68.4,67.5,80,83.4,87.6,87.3,85,73.8,100,91.3,82.7
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,93.1,88.3,95.2,89.9,93.1,79.2,100,67.5,58,92.4,79.7,88.3,93.4,77.7,81.4,100,83.3,79.2
Male,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,89.9,79.2,95.8,61.7,89.9,93.1,98.6,58,63.6,90.1,89.7,84.5,88.8,82.7,80,100,95,74.7
Female,8,Y4,Y5,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,61.7,93.1,80,91.3,61.7,89.9,85,63.6,61,82.6,95.3,85.6,89.7,88.2,83.2,98.6,92.3,77.5
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,65,70,75,91.3,89.9,77.3,87.6,91.3,61.7,89.1,61,56.6,89.9,94.6,88.3,94.8,87.5,84.5,85,33.3,92.2
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,87.6,61.7,77.8,73.3,87.6,91.3,87.3,56.6,68.8,61.7,73.8,79.2,92.4,73.8,85.6,89.1,95.2,89.5
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,88.3,91.3,88,90.5,93.1,87.6,93.4,68.8,78.6,91.3,83,93.1,92.9,81.4,78,87.3,87.5,83.3
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,84.5,87.6,87.3,88.4,89.9,73.3,88.8,62.5,77.6,87.6,81.3,89.9,90.1,80,90.8,93.4,85.7,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,50,80,70,85.6,73.3,92.9,69.8,61.7,90.5,89.7,40,69.6,73.3,86.7,61.7,100,83.2,83.2,88.8,70.6,100
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,88.3,90.5,92.2,85,91.3,88.4,94.8,77.3,80.5,90.5,93.3,91.3,100,84.5,84.5,89.7,75,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,90,70,75,79.2,88.4,75.7,77.7,87.6,69.8,92.4,70.4,78.5,88.4,93.3,87.6,100,85.6,85.6,94.8,86.6,100
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,80,95,93.1,69.8,83.4,82.7,89.9,85,92.9,67.2,77.8,69.8,68.8,73.3,100,78,78,92.4,100,95.5
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,75,60,89.9,85,79.7,33.3,61.7,77.7,90.1,59.3,65.4,85,83.7,90.5,95.5,90.8,90.8,92.9,100,83.3
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,75,95,70,61.7,77.7,89.7,83.3,91.3,82.7,100,85.6,68.4,77.7,77.3,88.4,96.3,90.3,90.3,90.1,100,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,91.3,82.7,95.3,66.7,87.6,33.3,100,76.8,67.5,82.7,88.1,69.8,100,79.2,79.2,100,75,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,87.6,88.2,94.6,60,77.7,83.3,100,75.2,58,77.2,89.7,85,100,93.1,93.1,100,84.6,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,73.3,87.5,77.7,63.6,82.7,66.7,100,78.6,63.6,80,89,77.7,100,89.9,89.9,100,80,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,90.5,73.8,82.7,62.5,88.2,60,95.5,77.6,61,78,92,82.7,98.6,61.7,61.7,100,100,95.5
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,88.4,81.4,33.3,40,87.5,63.6,96.3,69.6,56.6,78,92,88.2,100,91.3,91.3,95.5,95.2,96.3
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,65,70,75,69.8,80,83.3,77.3,73.8,95.5,100,80.5,68.8,79.4,92,87.5,100,87.6,87.6,96.3,95.8,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,85,83.2,66.7,70.4,81.4,96.3,100,78.5,95.5,79.3,88,73.8,98.6,88.3,88.3,100,80,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,77.7,84.5,60,67.2,80,100,100,77.8,96.3,80,82.6,81.4,89.5,84.5,84.5,100,77.3,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,82.7,85.6,63.6,59.3,83.2,100,98.6,65.4,100,92.4,100,80,83.3,85.6,85.6,100,77.8,98.6
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,50,80,70,77.2,84.5,91.3,85.6,84.5,100,100,68.4,100,90.1,100,83.2,100,88.3,88.3,98.6,88,85
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,80,85.6,87.6,76.8,85.6,98.6,100,67.5,100,82.6,44.4,84.5,100,79.2,79.2,100,87.3,89.1
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,90,70,75,78,88.3,89.9,75.2,92.3,85,98.6,58,98.6,100,75,85.6,100,93.1,93.1,100,92.9,87.3
Male,8,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,80,95,78,79.2,61.7,78.6,33.3,89.1,89.5,63.6,85,100,61.9,78,100,89.9,89.9,98.6,92.2,93.4
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,75,60,79.4,93.1,91.3,77.6,95.2,87.3,83.3,61,89.1,44.4,44.4,90.8,95.5,61.7,61.7,89.5,75.7,88.8
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,75,95,70,79.3,89.9,87.6,69.6,87.5,93.4,100,56.6,87.3,75,66.7,90.3,96.3,91.3,91.3,83.3,83.4,89.7
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,91.3,92.3,91.3,80.5,85.7,88.8,100,68.8,93.4,61.9,57.1,79.2,100,87.6,87.6,100,79.7,94.8
Male,8,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,87.6,33.3,87.6,78.5,70.6,89.7,100,81.4,88.8,44.4,100,93.1,100,73.3,73.3,100,89.7,92.4
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,88.3,95.2,73.3,77.8,75,94.8,100,80,88.2,66.7,100,89.9,100,90.5,90.5,100,95.3,92.9
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,84.5,87.5,90.5,65.4,86.6,92.4,95.5,83.2,87.5,57.1,100,61.7,98.6,88.4,88.4,100,94.6,90.1
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,85.6,85.7,88.4,68.4,100,92.9,96.3,84.5,73.8,100,80.2,91.3,64,69.8,69.8,95.5,73.8,100
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,65,70,75,88.3,70.6,69.8,67.5,100,90.1,100,85.6,81.4,100,89.9,87.6,64,85,85,96.3,83,100
Female,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,79.2,75,85,58,100,89.9,100,84.5,80,100,61.7,88.3,62.3,77.7,87.6,100,81.3,100
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,93.1,86.6,77.7,63.6,75,61.7,100,85.6,83.2,80.2,91.3,84.5,72.9,82.7,73.3,100,86.7,100
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,89.9,100,82.7,61,84.6,91.3,98.6,88.3,84.5,89.9,83.3,85.6,67.3,88.2,90.5,100,93.3,95.5
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,50,80,70,61.7,100,88.2,56.6,80,87.6,85,61,85.6,61.7,100,88.3,63,87.5,88.4,98.6,93.3,96.3
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,91.3,100,87.5,68.8,100,88.3,89.1,56.6,84.5,91.3,100,79.2,80.2,73.8,69.8,79.2,68.8,100
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,90,70,75,87.6,75,73.8,62.7,95.2,84.5,87.3,68.8,85.6,87.6,100,93.1,63,81.4,85,74.7,83.7,100
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,80,95,73.3,84.6,81.4,64,95.8,85.6,93.4,61,88.3,73.3,100,89.9,65.7,80,77.7,77.5,77.3,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,75,60,90.5,80,80,56.3,80,88.3,88.8,56.6,79.2,90.5,95.5,61.7,64,83.2,82.7,92.2,88.1,98.6
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,75,95,70,88.4,100,83.2,71,77.3,79.2,89.7,68.8,93.1,88.4,96.3,91.3,64,84.5,88.2,89.5,89.7,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,69.8,95.2,84.5,64.7,77.8,93.1,94.8,61,89.9,77.2,100,87.6,62.3,85.6,87.5,83.3,89,100
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,85,95.8,85.6,61,88,89.9,92.4,56.6,61.7,80,100,73.3,72.9,78,73.8,100,92,98.6
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,77.7,80,78,74.2,87.3,61.7,92.9,68.8,91.3,78,100,90.5,67.3,90.8,81.4,100,92,89.5
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,82.7,77.3,90.8,70.6,92.9,91.3,90.1,87.6,87.6,78,98.6,88.4,63,90.3,80,100,92,83.3
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,77.2,77.8,90.3,63.4,92.2,87.6,89.9,73.3,73.3,79.4,85,69.8,79.2,79.2,83.2,100,88,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,65,70,75,80,88,79.2,78,75.7,73.3,61.7,90.5,90.5,79.3,89.1,85,63,93.1,84.5,95.5,82.6,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,78,87.3,93.1,70.7,83.4,90.5,91.3,88.4,88.4,80,87.3,77.7,65.7,89.9,85.6,96.3,100,100
Male,8,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,78,92.9,89.9,69.5,79.7,88.4,87.6,69.8,69.8,92.4,93.4,82.7,100,61.7,78,100,100,100
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,79.4,92.2,61.7,61.7,89.7,69.8,88.3,85,85,90.1,88.8,88.2,100,91.3,90.8,100,44.4,95.5
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,50,80,70,79.3,75.7,91.3,91.3,95.3,85,84.5,93.1,77.7,82.6,89.7,87.5,44.4,87.6,90.3,100,75,96.3
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,80,83.4,87.6,87.6,94.6,77.7,85.6,89.9,82.7,92.6,94.8,73.8,75,88.3,79.2,98.6,61.9,100
Female,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,90,70,75,92.4,79.7,88.3,88.3,77.7,82.7,88.3,61.7,33.3,92.6,92.4,81.4,61.9,84.5,93.1,85,44.4,100
Female,8,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,80,95,90.1,89.7,84.5,84.5,82.7,89.7,79.2,91.3,83.3,68.8,92.9,80,44.4,85.6,89.9,89.1,66.7,100
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,75,60,82.6,95.3,85.6,85.6,33.3,83.3,93.1,87.6,66.7,80.7,90.1,83.2,66.7,88.3,61.7,87.3,57.1,98.6
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,75,95,70,89.9,94.6,88.3,88.3,83.3,66.7,89.9,73.3,60,75.6,100,84.5,57.1,79.2,91.3,93.4,100,61.7
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,61.7,73.8,79.2,79.2,66.7,60,61.7,90.5,63.6,68.7,100,85.6,100,93.1,87.6,88.8,100,91.3
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,91.3,83,93.1,93.1,60,63.6,91.3,88.4,95.5,79.2,100,78,100,89.9,88.3,89.7,100,87.6
Male,8,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,87.6,81.3,89.9,89.9,63.6,62.5,87.6,69.8,96.3,74.7,100,90.8,100,61.7,84.5,94.8,80.2,73.3
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,73.3,86.7,61.7,61.7,62.5,40,73.3,85,100,77.5,83.3,90.3,80.2,91.3,85.6,92.4,89.9,90.5
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,90.5,93.3,91.3,91.3,40,77.3,90.5,77.7,100,92.2,100,79.2,80.2,87.6,61.7,92.9,61.7,88.4
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,65,70,75,88.4,93.3,87.6,87.6,70.4,70.4,88.4,82.7,100,89.5,100,93.1,92.6,73.3,91.3,90.1,91.3,69.8
Male,10,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,69.8,68.8,73.3,73.3,67.2,67.2,69.8,89.7,98.6,83.3,100,89.9,92.6,90.5,87.6,100,83.3,85
Male,8,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,85,83.7,90.5,90.5,59.3,59.3,85,83.3,85,100,100,61.7,68.8,88.4,73.3,100,100,77.7
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,77.7,77.3,88.4,88.4,85.6,85.6,77.7,66.7,89.1,100,95.5,91.3,80.7,69.8,90.5,100,61.7,82.7
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,50,80,70,82.7,88.1,69.8,69.8,76.8,76.8,82.7,60,87.3,100,96.3,87.6,75.6,85,88.4,100,91.3,89.7
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,77.2,89.7,85,85,75.2,75.2,33.3,63.6,93.4,100,100,88.3,68.7,77.7,69.8,95.5,87.6,83.3
Female,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,90,70,75,80,89,77.7,77.7,78.6,78.6,83.3,62.5,88.8,95.5,100,84.5,79.2,82.7,85,96.3,88.3,66.7
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,80,95,78,92,82.7,82.7,77.6,77.6,66.7,40,78.5,96.3,100,85.6,74.7,88.2,77.7,100,77.3,60
Male,9,Y5,Y6,School 2 Current Student ,British,School 2,British,Year System,85,75,60,78,92,88.2,79.2,69.6,69.6,60,77.3,77.8,100,98.6,88.3,77.5,87.5,82.7,100,70.4,63.6
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,75,95,70,87.6,82.6,87.6,74.7,80.5,80.5,63.6,70.4,65.4,100,85,79.2,92.2,73.8,88.2,100,67.2,62.5
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,88.3,93.3,88.3,77.5,78.5,78.5,62.5,67.2,68.4,100,89.1,93.1,89.5,81.4,87.5,98.6,59.3,40
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,84.5,93.3,84.5,92.2,77.8,77.8,40,59.3,67.5,98.6,87.3,89.9,83.3,80,73.8,100,85.6,77.3
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,85.6,68.8,85.6,89.5,65.4,65.4,77.3,85.6,58,85,93.4,61.7,83.3,83.2,81.4,100,76.8,70.4
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,88.3,83.7,88.3,83.3,68.4,68.4,70.4,76.8,63.6,89.1,88.8,91.3,78,84.5,80,98.6,75.2,67.2
Male,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,79.2,77.3,79.2,100,67.5,67.5,67.2,75.2,61,87.3,89.7,87.6,90.8,85.6,83.2,89.5,78.6,59.3
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,65,70,75,93.1,88.1,93.1,100,58,58,59.3,78.6,56.6,93.4,94.8,73.3,90.3,78,84.5,83.3,77.6,85.6
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,89.9,89.7,89.9,100,63.6,63.6,85.6,77.6,68.8,88.8,92.4,90.5,79.2,90.8,85.6,100,69.6,76.8
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,65,70,75,61.7,89,61.7,100,61,61,76.8,69.6,95.5,89.7,92.9,88.4,93.1,90.3,78,100,80.5,75.2
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,91.3,92,91.3,95.5,56.6,56.6,75.2,80.5,96.3,94.8,90.1,69.8,89.9,79.2,90.8,100,59.3,78.6
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,87.6,92,87.6,96.3,68.8,68.8,78.6,78.5,100,92.4,100,85,61.7,93.1,90.3,100,85.6,77.6
Male,9,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,73.3,92,73.3,100,78,62.7,77.6,77.8,100,92.9,100,77.7,91.3,89.9,79.2,95.5,76.8,69.6
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,50,80,70,85,88,90.5,100,90.8,61.7,69.6,65.4,100,90.1,100,82.7,87.6,61.7,93.1,96.3,75.2,80.5
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,88.4,100,88.4,100,90.3,91.3,80.5,68.4,98.6,100,100,88.2,88.3,91.3,89.9,100,78.6,78.5
Male,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,90,70,75,69.8,100,69.8,98.6,79.2,87.6,78.5,67.5,85,100,78,87.5,84.5,87.6,61.7,100,88.4,77.8
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,85,80,95,85,33.3,85,85,93.1,88.3,77.8,58,89.1,100,90.8,73.8,85.6,88.3,91.3,100,71,65.4
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,85,75,60,77.7,66.7,77.7,89.1,89.9,84.5,65.4,63.6,87.3,100,90.3,81.4,88.3,84.5,87.6,98.6,89.9,68.4
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,75,95,70,82.7,52.4,82.7,87.3,61.7,85.6,68.4,61,93.4,95.5,79.2,80,79.2,85.6,88.3,64,89,67.5
Male,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,88.2,100,88.2,93.4,91.3,88.3,67.5,56.6,88.8,96.3,93.1,83.2,93.1,88.3,84.5,64,75.7,58
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,87.5,100,87.5,88.8,87.6,79.2,58,68.8,88.2,100,89.9,84.5,89.9,79.2,85.6,62.3,92.4,63.6
